suhu,tekanan,vibrasi,usia_mesin,jam_operasi,risiko_kegagalan
77.45071229516849,5.187836753971861,2.1339149359952962,3.8428727165903243,2649.117905867459,29.26817613172203
67.92603548243223,4.355891688312121,3.2121850465672774,3.309765894326227,1071.9192098328735,28.224196052388052
79.71532807151038,5.183446254548426,2.3439838984952814,2.0718793971037086,2777.976768517213,28.509815140429023
92.84544784612038,5.814947043554582,2.674013867608736,12.886676364703748,8253.770012642968,87.97333197059035
66.48769937914996,5.073290105488557,5.008142508358244,7.500873887866301,5882.018736614064,60.59399289136683
66.4879456457623,5.060887536805824,4.608553262148417,10.123398045812323,6628.964617631911,58.028736337145645
93.68819223261087,3.947012468289867,1.440502515686883,3.585995761125445,2685.794984427315,29.207424357345797
81.51152093729362,4.0056486236735775,3.995678901455009,11.370606315168247,6614.799322385972,62.50686885543794
62.95788421097572,2.8960920923004596,3.9736758653899105,11.400083174431478,739.032803362352,22.8803335023824
78.13840065378947,7.624365114780409,1.6220840534968581,4.688970373624502,3690.2314390706174,49.510112585407015
63.04873460781307,3.1342051469130725,3.982533172505833,6.160239495154243,5827.4034626098155,48.14581448108314
63.01405369644615,3.960642203306139,4.845518302095064,3.145354161453013,1741.8208071012218,32.45512026468068
73.62943407349051,3.922389101646204,1.6529462325067035,14.648415349843564,7495.5303827989455,62.465943559559044
41.30079633013303,6.342386565416662,1.8989966147828836,9.684038655876174,2497.7660399013084,24.260267996215294
44.12623251230451,4.557575482561958,4.221193760212203,14.018158210732732,6044.3894589567935,55.668545536609436
61.56568706138541,6.8716131090106005,3.3257943729907775,4.550783154436997,3944.1757118903024,46.21786458615697
54.80753319498364,3.989764063634197,3.661771530287428,11.728363694953346,5566.370561560001,46.64650493093826
74.71370998892911,5.418491243335703,3.408707059680596,11.48787965827113,1413.329697345719,32.82208841974066
56.37963886718184,3.746979420110364,3.468835105113773,10.374834777998123,643.7587993336623,28.27028670640655
48.81544447997062,8.217723691660083,1.4082334460267005,14.484584629002006,8231.29763273256,66.52868092851297
91.98473153382331,3.218602371455731,4.256781247945738,5.903330041594733,2791.8550745210537,44.454070832254
66.61335549270197,5.464731065340541,4.403507990913328,1.9607598538463593,7467.254523633902,57.07787090116606
71.01292307031886,5.950665321398148,2.724731107118367,10.07563288866091,8994.477554013702,72.22464471350509
48.62877720679815,5.620698646177248,2.947827660223365,10.939647007158092,2297.165692990745,38.51665753658537
61.834259132122256,4.722068511683437,1.1626709969331335,8.62590860188222,2753.9513000585225,34.8892111683019
71.66383884564799,4.805268950399861,3.617105707221402,3.102268397000944,6134.308194894658,39.46218154937202
52.73509633866546,5.065717207968665,3.686468930056973,7.566839125040331,8706.31339410528,61.559316088194635
75.63547027518509,4.779496997557267,2.9253707796008266,4.682846048536941,8284.421959621322,59.1119500861969
60.99041965121793,6.445818675192364,4.349224031844603,6.411997922500336,4774.441920557471,45.630717378752315
65.62459375310085,8.315784502387027,2.5991073228240715,9.678278637669958,7258.437401477159,58.99395854060062
60.97440081655905,4.16376232248825,3.67752711107232,11.178221140362519,1653.839751349159,34.722672987759346
97.78417276763406,2.945295530631383,1.7764027935694613,3.4833703635201467,8808.224565734105,50.021371941209914
69.79754162893099,4.8675769274731175,2.971737418950914,6.0798804097043,8697.002489305885,62.22632866063436
54.13433606566149,8.869564006481479,2.790774890516597,4.037423564874437,1891.6961419729532,31.335348411382935
82.33817368154783,3.794488148045404,3.27036950644913,2.9794742079280367,3045.0965608264064,29.700070764183845
51.68734525043467,7.458675208166101,2.55656768539997,11.750808299937576,1351.317478807519,36.73082399261231
73.13295392507133,7.516551221114661,2.8422328851939986,13.638790416554887,2809.5995906345274,62.62566840806423
40.60494814180336,4.169617637438008,3.9912566057298076,5.553482785268651,7435.624210029257,45.426299680843265
50.07720926652354,5.853474618777913,2.475882915314139,11.269183865606504,3715.6826609047057,41.56318705387841
72.95291853803685,7.442594934692807,1.072107479113585,13.454929340466165,1251.374220747446,42.41214633778825
81.07699869993115,4.43130838851877,5.099500685046505,12.691863157953474,3408.9169606206888,67.68190495843723
72.57052421784955,4.694629459846458,4.657744894428584,2.7422008280883885,8841.758341050881,57.49735900522539
68.2652757641764,4.127478629077034,1.4492847658732577,14.344378222700419,5852.3105597032245,59.04361681623237
65.48344456616067,3.4778649039606995,3.8276493662942332,5.650146606441937,4037.3680444523407,39.122529438678804
47.82217014448859,4.026083682400989,2.396430275338388,5.088609917607545,1915.577364726795,17.5854255201241
59.20233687407937,3.164089599856615,3.3161846583972716,0.936469909166705,8882.502776911406,55.42900242176413
63.09041843560319,5.051125202388839,3.3530689548161923,7.292604811573245,7477.216578736595,50.82361762128615
85.85683339328374,3.8450401534120373,2.7187106396204137,1.6352042346139306,2892.557070832815,28.141621791292938
75.15427434352692,5.350678867686121,2.0594812012963244,3.7280973139113898,1095.5839136301104,18.487036888084237
43.554397669558995,2.666156530694559,2.1713507372204885,4.754139326509221,981.3172377092433,12.414695083544014
74.86125954092192,5.496320348321685,1.9005697014225091,12.13239485237526,1523.2142707970374,48.44987210288627
64.22376579375525,6.250293442413387,2.0018133501234665,13.132329755938448,5436.532960722584,64.22064433053511
59.84616999541062,2.009396536142817,2.9193860519407737,4.536994761922045,8394.489080246685,48.79304066457022
79.17514433261302,5.561084854771358,2.141088013067098,12.880471818668608,4722.319138050868,55.679191664083625
85.46499283743927,6.841503488709938,3.818462478855144,12.858464060546865,7665.0366008776755,79.29408067487064
83.96920178674299,3.185538471963192,4.784695386403113,11.469764255773104,4290.036268808366,50.6747442168605
57.41173715166042,7.508858580256555,2.3039361103559486,2.200426710227723,6522.960139026514,53.85136330009388
65.36181436223178,5.6285285140490675,3.2872854006424523,10.354842703510934,6720.918266935257,62.72661975961016
74.96895147105346,3.9424822163623867,3.5996221323635207,14.175360968708532,1978.6915001783784,46.149953668811634
84.63317690683539,4.916346383513441,3.566402725103129,10.238107181507356,3570.3365012944,60.16818514069442
62.81238643232065,5.837490368782584,3.0911463214993047,4.974252736617509,5917.068330573204,42.22400909729622
67.21511535004274,5.114008087118617,3.891218902031667,7.5086897614624695,1100.9211695671124,37.560805207102575
53.40497538990958,5.808133988669554,3.5786987432167887,9.685875650265805,3573.091595985131,44.07490065008376
52.05690063878994,3.6189896103809507,1.5148050932072425,7.658556130927553,5045.795463390136,34.402294488098754
82.18788733591298,5.254041236054117,4.042987277267128,1.7992941259645474,8967.908190879429,61.8504053850027
90.34360042856234,2.8794282546425296,4.06474900472009,4.68096066978031,4533.535282290746,39.031583037292066
68.91984817629499,4.83316090797695,2.0840566749857024,12.035940458304488,7436.48243547175,60.18603067651136
85.05299346838036,3.6441385378028155,3.0455254025371223,12.921270691432762,4172.571923066251,60.00329070184718
75.42454037571451,3.8967050861153503,3.8199947913732832,2.0595004907335532,7269.321142267526,48.73623865319566
60.323203680923136,6.854139762815656,2.748823416504766,14.285801285980869,5561.025813770922,66.06097968359241
75.4209340826262,6.636965180891403,4.287573657319214,4.93233926772914,8036.061252770386,61.73783909383297
93.07054849698955,5.913707181360765,5.8366469935432335,9.9347060809608,3993.011694975934,70.32848464235948
69.46260941335073,3.3615308529911316,2.0568167608380215,11.277377189350217,5636.5875684825705,44.35573799341604
93.4696548372101,4.525387325457797,1.3427464762154702,12.179193519568251,5855.158785260032,61.75122231577183
30.703823438653835,6.819646549968775,3.3645823147258507,14.186245533388952,4047.755005304023,49.037774243383616
82.32853756562835,5.212575370459857,3.8658750061513723,4.693793220432339,1726.652371343593,41.73200444218878
71.30570602357257,8.478994309972542,2.722960351386277,12.877596818273318,1295.2549587548522,56.96301349036826
65.51488974301199,5.589976759091558,4.743912795985241,1.9753035515431057,641.7081800968814,32.061204621626885
71.37641164803253,5.288073674735047,1.3936730403321016,10.57561359530389,7925.0412460843245,59.63738990341781
40.18646628098661,4.536325303696248,3.831502347637933,11.129665942709789,2510.0367540289035,31.45382232558427
66.70492168243732,5.200311357173423,2.272967015089328,10.165848618019806,2297.8073688950285,37.87098741785724
75.35668857267619,4.771295245429184,5.0632534874487565,3.7847210420272948,6756.300903621557,55.22601329888531
92.16841067112274,6.062163015032885,5.391018423801742,13.095647205228051,3220.13696124283,69.49271532517146
62.22594672589529,6.435053475191876,2.0800120946599825,2.532876950555925,4801.379885500611,33.70867141285632
57.87259595660218,3.8210158092380757,2.340531436909704,0.8045218728124626,1881.3440550283785,8.620461379882137
